"Number of households by type of outer wall","Number"
"BambooWall","2118"
"Cement Bonded Bricks/Stone Wall","2614"
"Mud Bonded Bricks/Stone Wall","1256"
"Not Stated about Wall","125"
"Other Type Wall","398"
"Unbaked Bricks","16"
"Wood/Planks","106"
"Total","6633"
