"Population by Five Years Age Group","Number"
"0-4",""
"Female","2483"
"Male","2577"
"10-14",""
"Female","2381"
"Male","2574"
"15-19",""
"Female","1425"
"Male","1951"
"20-24",""
"Female","1557"
"Male","1621"
"25-29",""
"Female","1514"
"Male","1505"
"30-34",""
"Female","1380"
"Male","1341"
"35-39",""
"Female","1171"
"Male","1277"
"40-44",""
"Female","919"
"Male","1118"
"45-49",""
"Female","723"
"Male","792"
"50-54",""
"Female","627"
"Male","715"
"55-59",""
"Female","580"
"Male","552"
"5-9",""
"Female","2946"
"Male","3164"
"60-64",""
"Female","507"
"Male","589"
"65-69",""
"Female","398"
"Male","446"
"70-74",""
"Female","208"
"Male","323"
"75+",""
"Female","120"
"Male","189"
