"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","89"
"Cow Dung","45"
"Electricity","3"
"Kerosene","147"
"LP Gas","2601"
"Not stated","160"
"Others","21"
"Wood/Firewood","43760"
"Total","46826"
