"Population by Mother tongue","Number"
"Avadhi",""
"Female","21"
"Male","22"
"Bhojpuri",""
"Female","18"
"Male","48"
"Hindi",""
"Female","14"
"Male","34"
"Kham",""
"Female","83"
"Male","73"
"Kumal",""
"Female","501"
"Male","407"
"Magar",""
"Female","1404"
"Male","1193"
"Maithili",""
"Female","7"
"Male","25"
"Nepali",""
"Female","108725"
"Male","83268"
"Newar",""
"Female","250"
"Male","177"
"Not Reported",""
"Female","28"
"Male","22"
"Others",""
"Female","44"
"Male","54"
"Tharu",""
"Female","20"
"Male","63"
"Urdu",""
"Female","230"
"Male","164"
