"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","167"
"Male","241"
"","408"
"Chepang",""
"Female","4440"
"Male","4531"
"","8971"
"Danuwar",""
"Female","32"
"Male","29"
"","61"
"Darai",""
"Female","229"
"Male","214"
"","443"
"Ghale",""
"Female","10"
"Male","9"
"","19"
"Gurung",""
"Female","301"
"Male","220"
"","521"
"Hindi",""
"Female","21"
"Male","30"
"","51"
"Kham",""
"Female","50"
"Male","33"
"","83"
"Magar",""
"Female","228"
"Male","175"
"","403"
"Maithili",""
"Female","53"
"Male","53"
"","106"
"Nepali",""
"Female","18818"
"Male","16625"
"","35443"
"Newar",""
"Female","275"
"Male","243"
"","518"
"Not Reported",""
"Female","8"
"Male","5"
"","13"
"Others",""
"Female","17"
"Male","24"
"","41"
"Rai",""
"Female","18"
"Male","21"
"","39"
"Sign Language",""
"Female","9"
"Male","11"
"","20"
"Tamang",""
"Female","3819"
"Male","3618"
"","7437"
"Tharu",""
"Female","1883"
"Male","1647"
"","3530"
