"Population by Mother tongue","Number"
"Bahing",""
"Female","12"
"Male","10"
"Bhujel",""
"Female","33"
"Male","31"
"Dumi",""
"Female","435"
"Male","372"
"Gurung",""
"Female","23"
"Male","16"
"Magar",""
"Female","47"
"Male","38"
"Maithili",""
"Female","7"
"Male","15"
"Nachhiring",""
"Female","1036"
"Male","968"
"Nepali",""
"Female","4244"
"Male","3538"
"Newar",""
"Female","55"
"Male","53"
"Not Reported",""
"Female","19"
"Male","12"
"Others",""
"Female","35"
"Male","26"
"Rai",""
"Female","37"
"Male","25"
"Sherpa",""
"Female","138"
"Male","105"
"Sunuwar",""
"Female","145"
"Male","126"
"Tamang",""
"Female","1188"
"Male","1032"
"Thulung",""
"Female","1187"
"Male","1089"
