"Population by Single Year of Age","Number"
"0",""
"Female","282"
"Male","293"
"1",""
"Female","182"
"Male","189"
"10",""
"Female","519"
"Male","580"
"11",""
"Female","265"
"Male","210"
"12",""
"Female","449"
"Male","468"
"13",""
"Female","246"
"Male","277"
"14",""
"Female","250"
"Male","269"
"15",""
"Female","304"
"Male","341"
"16",""
"Female","238"
"Male","304"
"17",""
"Female","161"
"Male","207"
"18",""
"Female","278"
"Male","319"
"19",""
"Female","124"
"Male","122"
"2",""
"Female","311"
"Male","300"
"20",""
"Female","367"
"Male","345"
"21",""
"Female","107"
"Male","89"
"22",""
"Female","273"
"Male","224"
"23",""
"Female","129"
"Male","117"
"24",""
"Female","151"
"Male","124"
"25",""
"Female","469"
"Male","357"
"26",""
"Female","153"
"Male","94"
"27",""
"Female","165"
"Male","114"
"28",""
"Female","254"
"Male","193"
"29",""
"Female","95"
"Male","63"
"3",""
"Female","313"
"Male","350"
"30",""
"Female","502"
"Male","340"
"31",""
"Female","45"
"Male","29"
"32",""
"Female","238"
"Male","149"
"33",""
"Female","80"
"Male","31"
"34",""
"Female","69"
"Male","39"
"35",""
"Female","515"
"Male","387"
"36",""
"Female","111"
"Male","83"
"37",""
"Female","83"
"Male","63"
"38",""
"Female","140"
"Male","98"
"39",""
"Female","44"
"Male","38"
"4",""
"Female","338"
"Male","329"
"40",""
"Female","455"
"Male","368"
"41",""
"Female","30"
"Male","37"
"42",""
"Female","107"
"Male","101"
"43",""
"Female","45"
"Male","32"
"44",""
"Female","43"
"Male","31"
"45",""
"Female","338"
"Male","360"
"46",""
"Female","42"
"Male","45"
"47",""
"Female","43"
"Male","43"
"48",""
"Female","93"
"Male","73"
"49",""
"Female","45"
"Male","30"
"5",""
"Female","405"
"Male","433"
"50",""
"Female","305"
"Male","302"
"51",""
"Female","17"
"Male","29"
"52",""
"Female","47"
"Male","54"
"53",""
"Female","31"
"Male","28"
"54",""
"Female","27"
"Male","27"
"55",""
"Female","267"
"Male","276"
"56",""
"Female","37"
"Male","32"
"57",""
"Female","22"
"Male","30"
"58",""
"Female","54"
"Male","64"
"59",""
"Female","27"
"Male","18"
"6",""
"Female","326"
"Male","325"
"60",""
"Female","240"
"Male","267"
"61",""
"Female","24"
"Male","31"
"62",""
"Female","47"
"Male","51"
"63",""
"Female","30"
"Male","24"
"64",""
"Female","14"
"Male","21"
"65",""
"Female","158"
"Male","190"
"66",""
"Female","28"
"Male","15"
"67",""
"Female","16"
"Male","15"
"68",""
"Female","34"
"Male","29"
"69",""
"Female","8"
"Male","14"
"7",""
"Female","349"
"Male","331"
"70",""
"Female","148"
"Male","143"
"71",""
"Female","7"
"Male","6"
"72",""
"Female","12"
"Male","15"
"73",""
"Female","7"
"Male","7"
"74",""
"Female","11"
"Male","5"
"75",""
"Female","62"
"Male","66"
"76",""
"Female","5"
"Male","2"
"77",""
"Female","5"
"Male","10"
"78",""
"Female","5"
"Male","3"
"79",""
"Female","0"
"Male","3"
"8",""
"Female","455"
"Male","497"
"80",""
"Female","29"
"Male","33"
"81",""
"Female","4"
"Male","2"
"82",""
"Female","4"
"Male","0"
"83",""
"Female","0"
"Male","1"
"84",""
"Female","1"
"Male","2"
"85",""
"Female","38"
"Male","23"
"9",""
"Female","232"
"Male","230"
