"Population by Five Years Age Group","Number"
"0-4",""
"Female","1426"
"Male","1461"
"10-14",""
"Female","1729"
"Male","1804"
"15-19",""
"Female","1105"
"Male","1293"
"20-24",""
"Female","1027"
"Male","899"
"25-29",""
"Female","1136"
"Male","821"
"30-34",""
"Female","934"
"Male","588"
"35-39",""
"Female","893"
"Male","669"
"40-44",""
"Female","680"
"Male","569"
"45-49",""
"Female","561"
"Male","551"
"50-54",""
"Female","427"
"Male","440"
"55-59",""
"Female","407"
"Male","420"
"5-9",""
"Female","1767"
"Male","1816"
"60-64",""
"Female","355"
"Male","394"
"65-69",""
"Female","244"
"Male","263"
"70-74",""
"Female","185"
"Male","176"
"75+",""
"Female","153"
"Male","145"
