"Number of households by type of outer wall","Number"
"BambooWall","2832"
"Cement Bonded Bricks/Stone Wall","1008"
"Mud Bonded Bricks/Stone Wall","408"
"Not stated","108"
"Others","24"
"Unbaked Bricks","3"
"Wood/Planks","78"
"Total","4461"
