"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","461"
"Cow Dung","11"
"Electricity","6"
"Kerosene","214"
"LP Gas","6564"
"Not stated","46"
"Others","42"
"Wood/Firewood","6302"
"Total","13646"
