"Population by Five Years Age Group","Number"
"0-4",""
"Female","1783"
"Male","2071"
"10-14",""
"Female","3012"
"Male","3301"
"15-19",""
"Female","3471"
"Male","3143"
"20-24",""
"Female","3353"
"Male","2351"
"25-29",""
"Female","2645"
"Male","2029"
"30-34",""
"Female","2142"
"Male","1371"
"35-39",""
"Female","1853"
"Male","1291"
"40-44",""
"Female","1492"
"Male","1254"
"45-49",""
"Female","1301"
"Male","1069"
"50-54",""
"Female","1094"
"Male","1000"
"55-59",""
"Female","863"
"Male","770"
"5-9",""
"Female","2556"
"Male","2714"
"60-64",""
"Female","832"
"Male","624"
"65-69",""
"Female","605"
"Male","549"
"70-74",""
"Female","450"
"Male","377"
"75+",""
"Female","636"
"Male","536"
