"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","77"
"Male","69"
"","146"
"Chhetri",""
"Female","51"
"Male","45"
"","96"
"Damai/Dholi",""
"Female","57"
"Male","56"
"","113"
"Gharti/Bhujel",""
"Female","27"
"Male","26"
"","53"
"Gurung",""
"Female","64"
"Male","51"
"","115"
"Kami",""
"Female","307"
"Male","231"
"","538"
"Magar",""
"Female","199"
"Male","153"
"","352"
"Newar",""
"Female","28"
"Male","20"
"","48"
"Others",""
"Female","19"
"Male","15"
"","34"
"Sarki",""
"Female","5"
"Male","6"
"","11"
"Tamang",""
"Female","6068"
"Male","5175"
"","11243"
