"Population by Caste Ethinicity","Number"
"Badi",""
"Female","138"
"Male","123"
"","261"
"Brahman - Hill",""
"Female","1437"
"Male","1319"
"","2756"
"Brahman - Tarai",""
"Female","4"
"Male","11"
"","15"
"Chhetri",""
"Female","6643"
"Male","5902"
"","12545"
"Damai/Dholi",""
"Female","366"
"Male","336"
"","702"
"Gurung",""
"Female","14"
"Male","12"
"","26"
"Kami",""
"Female","2187"
"Male","1918"
"","4105"
"Lohar",""
"Female","5"
"Male","6"
"","11"
"Magar",""
"Female","2028"
"Male","1856"
"","3884"
"Musalman",""
"Female","24"
"Male","38"
"","62"
"Newar",""
"Female","30"
"Male","28"
"","58"
"Others",""
"Female","24"
"Male","15"
"","39"
"Sanyasi/Dasnami",""
"Female","356"
"Male","323"
"","679"
"Sarki",""
"Female","536"
"Male","496"
"","1032"
"Terai Others",""
"Female","10"
"Male","9"
"","19"
"Thakuri",""
"Female","641"
"Male","603"
"","1244"
