"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","11"
"Cow Dung","25"
"Electricity Fuel","0"
"KeroseneFuel","2"
"LP Gas","39"
"Not Sated about Fuel","21"
"OthersFuel","1"
"Wood/FireWood","5323"
"Total","5422"
