"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","2988"
"Cow Dung","50288"
"Electricity","137"
"Kerosene","1936"
"LP Gas","46982"
"Not stated","842"
"Others","1128"
"Wood/Firewood","57978"
"Total","162279"
