"Population by Single Year of Age","Number"
"0",""
"Female","6120"
"Male","6344"
"1",""
"Female","5463"
"Male","5650"
"10",""
"Female","10864"
"Male","11726"
"11",""
"Female","7146"
"Male","7495"
"12",""
"Female","10528"
"Male","11312"
"13",""
"Female","8841"
"Male","8762"
"14",""
"Female","9374"
"Male","9736"
"15",""
"Female","9059"
"Male","9370"
"16",""
"Female","9302"
"Male","9214"
"17",""
"Female","7620"
"Male","7780"
"18",""
"Female","9923"
"Male","10106"
"19",""
"Female","6250"
"Male","5873"
"2",""
"Female","6793"
"Male","7139"
"20",""
"Female","9928"
"Male","8006"
"21",""
"Female","6254"
"Male","5393"
"22",""
"Female","9517"
"Male","7496"
"23",""
"Female","6675"
"Male","5057"
"24",""
"Female","6952"
"Male","5413"
"25",""
"Female","11499"
"Male","8539"
"26",""
"Female","6703"
"Male","5007"
"27",""
"Female","6171"
"Male","4848"
"28",""
"Female","8538"
"Male","6779"
"29",""
"Female","3577"
"Male","3136"
"3",""
"Female","7485"
"Male","7422"
"30",""
"Female","12461"
"Male","9480"
"31",""
"Female","3037"
"Male","2753"
"32",""
"Female","6985"
"Male","5844"
"33",""
"Female","4022"
"Male","3062"
"34",""
"Female","4025"
"Male","3267"
"35",""
"Female","11534"
"Male","10453"
"36",""
"Female","4442"
"Male","3805"
"37",""
"Female","3201"
"Male","2767"
"38",""
"Female","5419"
"Male","4499"
"39",""
"Female","2361"
"Male","2274"
"4",""
"Female","7556"
"Male","8080"
"40",""
"Female","10194"
"Male","9810"
"41",""
"Female","2163"
"Male","2330"
"42",""
"Female","4197"
"Male","4204"
"43",""
"Female","2771"
"Male","2361"
"44",""
"Female","2261"
"Male","2072"
"45",""
"Female","7851"
"Male","8014"
"46",""
"Female","2600"
"Male","2453"
"47",""
"Female","1955"
"Male","2054"
"48",""
"Female","3458"
"Male","3220"
"49",""
"Female","1660"
"Male","1548"
"5",""
"Female","8528"
"Male","9031"
"50",""
"Female","6885"
"Male","7325"
"51",""
"Female","1708"
"Male","1761"
"52",""
"Female","2646"
"Male","2838"
"53",""
"Female","1846"
"Male","1612"
"54",""
"Female","1499"
"Male","1515"
"55",""
"Female","5076"
"Male","5428"
"56",""
"Female","1756"
"Male","1859"
"57",""
"Female","1389"
"Male","1438"
"58",""
"Female","2268"
"Male","2022"
"59",""
"Female","1119"
"Male","1150"
"6",""
"Female","7846"
"Male","8176"
"60",""
"Female","5602"
"Male","5625"
"61",""
"Female","1278"
"Male","1230"
"62",""
"Female","1659"
"Male","1548"
"63",""
"Female","1104"
"Male","920"
"64",""
"Female","979"
"Male","959"
"65",""
"Female","3669"
"Male","3496"
"66",""
"Female","856"
"Male","781"
"67",""
"Female","1030"
"Male","910"
"68",""
"Female","1220"
"Male","1465"
"69",""
"Female","506"
"Male","592"
"7",""
"Female","8899"
"Male","9012"
"70",""
"Female","2923"
"Male","2750"
"71",""
"Female","496"
"Male","555"
"72",""
"Female","780"
"Male","818"
"73",""
"Female","552"
"Male","475"
"74",""
"Female","397"
"Male","392"
"75",""
"Female","1440"
"Male","1266"
"76",""
"Female","376"
"Male","381"
"77",""
"Female","377"
"Male","359"
"78",""
"Female","610"
"Male","546"
"79",""
"Female","194"
"Male","208"
"8",""
"Female","9848"
"Male","10649"
"80",""
"Female","898"
"Male","758"
"81",""
"Female","176"
"Male","184"
"82",""
"Female","220"
"Male","230"
"83",""
"Female","188"
"Male","170"
"84",""
"Female","229"
"Male","220"
"85",""
"Female","1399"
"Male","1121"
"9",""
"Female","7052"
"Male","7501"
