"Population by Mother tongue","Number"
"Avadhi",""
"Female","201"
"Male","204"
"Bahing",""
"Female","407"
"Male","363"
"Bajjika",""
"Female","0"
"Male","12"
"Bangla",""
"Female","2294"
"Male","2316"
"Bantawa",""
"Female","6699"
"Male","5644"
"Belhare",""
"Female","46"
"Male","51"
"Bhojpuri",""
"Female","2221"
"Male","2333"
"Bhujel",""
"Female","1154"
"Male","1047"
"Chamling",""
"Female","3008"
"Male","2611"
"Chhiling",""
"Female","37"
"Male","35"
"Danuwar",""
"Female","320"
"Male","286"
"Dhimal",""
"Female","78"
"Male","72"
"Doteli",""
"Female","80"
"Male","58"
"Dumi",""
"Female","489"
"Male","386"
"Dungmali",""
"Female","80"
"Male","68"
"English",""
"Female","14"
"Male","21"
"Gurung",""
"Female","2289"
"Male","1915"
"Hindi",""
"Female","1115"
"Male","1520"
"Khaling",""
"Female","215"
"Male","211"
"Khash",""
"Female","21"
"Male","21"
"Koyee",""
"Female","126"
"Male","100"
"Kulung",""
"Female","1823"
"Male","1569"
"Lapcha",""
"Female","57"
"Male","54"
"Limbu",""
"Female","11045"
"Male","9100"
"Lohorung",""
"Female","125"
"Male","101"
"Magahi",""
"Female","526"
"Male","486"
"Magar",""
"Female","5071"
"Male","4461"
"Maithili",""
"Female","105905"
"Male","108926"
"Majhi",""
"Female","1034"
"Male","963"
"Malpande",""
"Female","26"
"Male","31"
"Meche",""
"Female","76"
"Male","53"
"Mewahang",""
"Female","154"
"Male","118"
"Nachhiring",""
"Female","158"
"Male","149"
"Nepali",""
"Female","115853"
"Male","100993"
"Newar",""
"Female","8406"
"Male","7320"
"Not Reported",""
"Female","1179"
"Male","1166"
"Oriya",""
"Female","10"
"Male","18"
"Others",""
"Female","1179"
"Male","1028"
"Pahari",""
"Female","9"
"Male","5"
"Puma",""
"Female","89"
"Male","89"
"Punjabi",""
"Female","9"
"Male","13"
"Rai",""
"Female","9134"
"Male","7451"
"Rajbanshi",""
"Female","596"
"Male","638"
"Rajsthani",""
"Female","931"
"Male","988"
"Sampang",""
"Female","1345"
"Male","1015"
"Sanskrit",""
"Female","15"
"Male","15"
"Santhali",""
"Female","188"
"Male","166"
"Sherpa",""
"Female","670"
"Male","602"
"Sign Language",""
"Female","4"
"Male","7"
"Sindhi",""
"Female","108"
"Male","107"
"Sunuwar",""
"Female","599"
"Male","539"
"Tamang",""
"Female","7163"
"Male","6076"
"Thami",""
"Female","34"
"Male","25"
"Tharu",""
"Female","46501"
"Male","41843"
"Thulung",""
"Female","693"
"Male","606"
"Tilung",""
"Female","14"
"Male","10"
"Uranw/Urau",""
"Female","11231"
"Male","10247"
"Urdu",""
"Female","36822"
"Male","35444"
"Wambule",""
"Female","223"
"Male","214"
"Yakkha",""
"Female","699"
"Male","561"
"Yamphu/Yamphe",""
"Female","95"
"Male","80"
