"Number of households by type of outer wall","Number"
"BambooWall","88549"
"Cement Bonded Bricks/Stone Wall","57216"
"Mud Bonded Bricks/Stone Wall","4066"
"Not stated","1440"
"Others","1621"
"Unbaked Bricks","161"
"Wood/Planks","9226"
"Total","162279"
