"Population by Single Year of Age","Number"
"0",""
"Female","510"
"Male","601"
"1",""
"Female","466"
"Male","501"
"10",""
"Female","931"
"Male","923"
"11",""
"Female","719"
"Male","771"
"12",""
"Female","1032"
"Male","1096"
"13",""
"Female","820"
"Male","781"
"14",""
"Female","922"
"Male","833"
"15",""
"Female","857"
"Male","818"
"16",""
"Female","910"
"Male","826"
"17",""
"Female","714"
"Male","643"
"18",""
"Female","927"
"Male","790"
"19",""
"Female","582"
"Male","484"
"2",""
"Female","596"
"Male","598"
"20",""
"Female","778"
"Male","641"
"21",""
"Female","557"
"Male","492"
"22",""
"Female","774"
"Male","603"
"23",""
"Female","584"
"Male","431"
"24",""
"Female","542"
"Male","459"
"25",""
"Female","776"
"Male","586"
"26",""
"Female","517"
"Male","454"
"27",""
"Female","468"
"Male","375"
"28",""
"Female","623"
"Male","545"
"29",""
"Female","282"
"Male","264"
"3",""
"Female","638"
"Male","694"
"30",""
"Female","761"
"Male","581"
"31",""
"Female","276"
"Male","238"
"32",""
"Female","466"
"Male","460"
"33",""
"Female","283"
"Male","236"
"34",""
"Female","312"
"Male","237"
"35",""
"Female","699"
"Male","725"
"36",""
"Female","320"
"Male","311"
"37",""
"Female","260"
"Male","190"
"38",""
"Female","337"
"Male","278"
"39",""
"Female","190"
"Male","175"
"4",""
"Female","659"
"Male","652"
"40",""
"Female","699"
"Male","621"
"41",""
"Female","198"
"Male","153"
"42",""
"Female","278"
"Male","303"
"43",""
"Female","189"
"Male","157"
"44",""
"Female","183"
"Male","140"
"45",""
"Female","492"
"Male","609"
"46",""
"Female","180"
"Male","168"
"47",""
"Female","138"
"Male","134"
"48",""
"Female","213"
"Male","225"
"49",""
"Female","115"
"Male","88"
"5",""
"Female","781"
"Male","789"
"50",""
"Female","380"
"Male","419"
"51",""
"Female","112"
"Male","136"
"52",""
"Female","146"
"Male","195"
"53",""
"Female","123"
"Male","104"
"54",""
"Female","94"
"Male","76"
"55",""
"Female","310"
"Male","343"
"56",""
"Female","126"
"Male","115"
"57",""
"Female","121"
"Male","100"
"58",""
"Female","172"
"Male","141"
"59",""
"Female","91"
"Male","93"
"6",""
"Female","764"
"Male","722"
"60",""
"Female","401"
"Male","385"
"61",""
"Female","92"
"Male","108"
"62",""
"Female","132"
"Male","106"
"63",""
"Female","92"
"Male","67"
"64",""
"Female","78"
"Male","59"
"65",""
"Female","239"
"Male","262"
"66",""
"Female","55"
"Male","78"
"67",""
"Female","51"
"Male","68"
"68",""
"Female","89"
"Male","109"
"69",""
"Female","47"
"Male","53"
"7",""
"Female","794"
"Male","796"
"70",""
"Female","189"
"Male","206"
"71",""
"Female","32"
"Male","42"
"72",""
"Female","58"
"Male","54"
"73",""
"Female","39"
"Male","37"
"74",""
"Female","26"
"Male","28"
"75",""
"Female","98"
"Male","95"
"76",""
"Female","10"
"Male","38"
"77",""
"Female","13"
"Male","19"
"78",""
"Female","25"
"Male","22"
"79",""
"Female","9"
"Male","20"
"8",""
"Female","879"
"Male","899"
"80",""
"Female","62"
"Male","54"
"81",""
"Female","14"
"Male","7"
"82",""
"Female","7"
"Male","10"
"83",""
"Female","5"
"Male","11"
"84",""
"Female","4"
"Male","7"
"85",""
"Female","71"
"Male","60"
"9",""
"Female","758"
"Male","740"
