"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","176"
"Cow Dung","18"
"Electricity","0"
"Kerosene","41"
"LP Gas","57"
"Not stated","35"
"Others","5"
"Wood/Firewood","10410"
"Total","10742"
