"Population by Mother tongue","Number"
"Avadhi",""
"Female","1338"
"Male","1499"
"Doteli",""
"Female","25"
"Male","17"
"Gurung",""
"Female","7"
"Male","10"
"Hindi",""
"Female","24"
"Male","28"
"Kham",""
"Female","8"
"Male","9"
"Magar",""
"Female","365"
"Male","290"
"Maithili",""
"Female","40"
"Male","68"
"Nepali",""
"Female","13228"
"Male","11394"
"Newar",""
"Female","7"
"Male","12"
"Not Reported",""
"Female","34"
"Male","31"
"Others",""
"Female","15"
"Male","17"
"Tamang",""
"Female","10"
"Male","7"
"Tharu",""
"Female","15034"
"Male","13927"
"Urdu",""
"Female","1194"
"Male","1308"
