"Population by Caste Ethinicity","Number"
"Badi",""
"Female","43"
"Male","45"
"","88"
"Brahman - Hill",""
"Female","275"
"Male","277"
"","552"
"Chhetri",""
"Female","7580"
"Male","7452"
"","15032"
"Dalit Others",""
"Female","18"
"Male","23"
"","41"
"Damai/Dholi",""
"Female","686"
"Male","712"
"","1398"
"Kami",""
"Female","4438"
"Male","4178"
"","8616"
"Magar",""
"Female","2037"
"Male","2042"
"","4079"
"Others",""
"Female","28"
"Male","20"
"","48"
"Sanyasi/Dasnami",""
"Female","178"
"Male","180"
"","358"
"Sarki",""
"Female","340"
"Male","372"
"","712"
"Sonar",""
"Female","13"
"Male","14"
"","27"
"Tamang",""
"Female","5"
"Male","18"
"","23"
"Terai Others",""
"Female","8"
"Male","14"
"","22"
"Thakuri",""
"Female","1329"
"Male","1276"
"","2605"
