"Number of households by type of outer wall","Number"
"BambooWall","82"
"Cement Bonded Bricks/Stone Wall","4019"
"Mud Bonded Bricks/Stone Wall","53975"
"Not stated","662"
"Others","24"
"Unbaked Bricks","238"
"Wood/Planks","194"
"Total","59194"
