"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","78"
"Male","136"
"Doteli",""
"Female","5"
"Male","6"
"Ghale",""
"Female","82"
"Male","83"
"Gurung",""
"Female","561"
"Male","504"
"Hindi",""
"Female","36"
"Male","103"
"Hyolmo/Yholmo",""
"Female","174"
"Male","178"
"Kumal",""
"Female","628"
"Male","562"
"Lapcha",""
"Female","1231"
"Male","1258"
"Magar",""
"Female","257"
"Male","215"
"Maithili",""
"Female","132"
"Male","249"
"Nepali",""
"Female","79440"
"Male","70987"
"Newar",""
"Female","2811"
"Male","2674"
"Not Reported",""
"Female","302"
"Male","299"
"Others",""
"Female","242"
"Male","243"
"Rai",""
"Female","558"
"Male","477"
"Sanskrit",""
"Female","7"
"Male","6"
"Sherpa",""
"Female","209"
"Male","226"
"Tamang",""
"Female","57483"
"Male","53125"
"Tharu",""
"Female","8"
"Male","4"
"Urdu",""
"Female","94"
"Male","102"
