"Population by Religion","Number"
"Bahai","0"
"Bon","1"
"Buddism","6565"
"Christianity","441"
"Hindu","19633"
"Islam","24"
"Jainism","36"
"Kirat","4571"
"Prakriti","104"
"Sikhism","0"
"Undefined","159"
"Total","31534"
