"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","0"
"Cow Dung","4"
"Electricity Fuel","3"
"KeroseneFuel","47"
"LP Gas","499"
"Not Sated about Fuel","124"
"OthersFuel","14"
"Wood/FireWood","6700"
"Total","7391"
