"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","9444"
"Male","7184"
"","16628"
"Brahman - Tarai",""
"Female","80"
"Male","52"
"","132"
"Chhetri",""
"Female","633"
"Male","503"
"","1136"
"Damai/Dholi",""
"Female","499"
"Male","383"
"","882"
"Gharti/Bhujel",""
"Female","278"
"Male","207"
"","485"
"Gurung",""
"Female","282"
"Male","264"
"","546"
"Hajam/Thakur",""
"Female","3"
"Male","8"
"","11"
"Kami",""
"Female","1561"
"Male","1211"
"","2772"
"Kumal",""
"Female","6"
"Male","7"
"","13"
"Magar",""
"Female","7430"
"Male","5708"
"","13138"
"Majhi",""
"Female","20"
"Male","20"
"","40"
"Musalman",""
"Female","53"
"Male","76"
"","129"
"Newar",""
"Female","642"
"Male","521"
"","1163"
"Others",""
"Female","53"
"Male","35"
"","88"
"Sanyasi/Dasnami",""
"Female","7"
"Male","11"
"","18"
"Sarki",""
"Female","280"
"Male","197"
"","477"
"Tamang",""
"Female","12"
"Male","20"
"","32"
"Terai Others",""
"Female","6"
"Male","8"
"","14"
"Thakali",""
"Female","6"
"Male","6"
"","12"
"Thakuri",""
"Female","21"
"Male","17"
"","38"
"Tharu",""
"Female","18"
"Male","37"
"","55"
