"Population by Religion","Number"
"Bahai","0"
"Bon","75"
"Buddism","1546"
"Christianity","77"
"Hindu","35983"
"Islam","129"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","11"
"Total","37821"
