"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","132"
"Cow Dung","4"
"Electricity Fuel","19"
"KeroseneFuel","20"
"LP Gas","1016"
"Not Sated about Fuel","13"
"OthersFuel","1"
"Wood/FireWood","7070"
"Total","8275"
