"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","8"
"Cow Dung","0"
"Electricity","134"
"Kerosene","0"
"LP Gas","3"
"Not stated","10"
"Others","4"
"Wood/Firewood","9278"
"Total","9437"
