"Population by Single Year of Age","Number"
"0",""
"Female","232"
"Male","239"
"1",""
"Female","234"
"Male","240"
"10",""
"Female","350"
"Male","350"
"11",""
"Female","337"
"Male","281"
"12",""
"Female","394"
"Male","372"
"13",""
"Female","338"
"Male","316"
"14",""
"Female","370"
"Male","342"
"15",""
"Female","379"
"Male","322"
"16",""
"Female","378"
"Male","332"
"17",""
"Female","338"
"Male","303"
"18",""
"Female","403"
"Male","292"
"19",""
"Female","320"
"Male","178"
"2",""
"Female","212"
"Male","247"
"20",""
"Female","282"
"Male","176"
"21",""
"Female","302"
"Male","176"
"22",""
"Female","331"
"Male","160"
"23",""
"Female","281"
"Male","106"
"24",""
"Female","253"
"Male","95"
"25",""
"Female","279"
"Male","101"
"26",""
"Female","219"
"Male","86"
"27",""
"Female","241"
"Male","88"
"28",""
"Female","270"
"Male","102"
"29",""
"Female","169"
"Male","69"
"3",""
"Female","240"
"Male","253"
"30",""
"Female","306"
"Male","103"
"31",""
"Female","152"
"Male","85"
"32",""
"Female","210"
"Male","93"
"33",""
"Female","147"
"Male","64"
"34",""
"Female","147"
"Male","66"
"35",""
"Female","330"
"Male","117"
"36",""
"Female","202"
"Male","76"
"37",""
"Female","120"
"Male","68"
"38",""
"Female","176"
"Male","70"
"39",""
"Female","144"
"Male","71"
"4",""
"Female","243"
"Male","251"
"40",""
"Female","303"
"Male","139"
"41",""
"Female","112"
"Male","72"
"42",""
"Female","165"
"Male","83"
"43",""
"Female","142"
"Male","86"
"44",""
"Female","119"
"Male","85"
"45",""
"Female","231"
"Male","128"
"46",""
"Female","133"
"Male","79"
"47",""
"Female","98"
"Male","86"
"48",""
"Female","148"
"Male","110"
"49",""
"Female","103"
"Male","75"
"5",""
"Female","271"
"Male","267"
"50",""
"Female","237"
"Male","170"
"51",""
"Female","105"
"Male","95"
"52",""
"Female","145"
"Male","112"
"53",""
"Female","88"
"Male","68"
"54",""
"Female","82"
"Male","86"
"55",""
"Female","162"
"Male","122"
"56",""
"Female","112"
"Male","94"
"57",""
"Female","102"
"Male","95"
"58",""
"Female","94"
"Male","109"
"59",""
"Female","73"
"Male","69"
"6",""
"Female","277"
"Male","253"
"60",""
"Female","195"
"Male","130"
"61",""
"Female","87"
"Male","70"
"62",""
"Female","113"
"Male","79"
"63",""
"Female","80"
"Male","71"
"64",""
"Female","70"
"Male","68"
"65",""
"Female","110"
"Male","94"
"66",""
"Female","74"
"Male","65"
"67",""
"Female","71"
"Male","91"
"68",""
"Female","91"
"Male","89"
"69",""
"Female","35"
"Male","49"
"7",""
"Female","294"
"Male","296"
"70",""
"Female","100"
"Male","80"
"71",""
"Female","36"
"Male","55"
"72",""
"Female","54"
"Male","67"
"73",""
"Female","34"
"Male","44"
"74",""
"Female","22"
"Male","32"
"75",""
"Female","61"
"Male","41"
"76",""
"Female","27"
"Male","33"
"77",""
"Female","30"
"Male","31"
"78",""
"Female","38"
"Male","43"
"79",""
"Female","21"
"Male","19"
"8",""
"Female","295"
"Male","304"
"80",""
"Female","39"
"Male","30"
"81",""
"Female","16"
"Male","25"
"82",""
"Female","23"
"Male","14"
"83",""
"Female","18"
"Male","19"
"84",""
"Female","15"
"Male","19"
"85",""
"Female","57"
"Male","62"
"9",""
"Female","290"
"Male","276"
