"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","3742"
"Male","2753"
"Chhantyal/Chhantel",""
"Female","179"
"Male","133"
"Chhetri",""
"Female","2659"
"Male","1856"
"Damai/Dholi",""
"Female","786"
"Male","564"
"Gaine",""
"Female","4"
"Male","7"
"Gurung",""
"Female","79"
"Male","55"
"Kami",""
"Female","1418"
"Male","1005"
"Magar",""
"Female","5026"
"Male","3783"
"Musalman",""
"Female","6"
"Male","9"
"Newar",""
"Female","36"
"Male","28"
"Others",""
"Female","23"
"Male","25"
"Sarki",""
"Female","874"
"Male","676"
"Thakali",""
"Female","28"
"Male","28"
"Thakuri",""
"Female","166"
"Male","135"
