"Population by Five Years Age Group","Number"
"0-4",""
"Female","1694"
"Male","1742"
"10-14",""
"Female","2144"
"Male","2159"
"15-19",""
"Female","1707"
"Male","1504"
"20-24",""
"Female","1286"
"Male","793"
"25-29",""
"Female","1079"
"Male","699"
"30-34",""
"Female","824"
"Male","602"
"35-39",""
"Female","757"
"Male","665"
"40-44",""
"Female","688"
"Male","604"
"45-49",""
"Female","515"
"Male","586"
"50-54",""
"Female","475"
"Male","461"
"55-59",""
"Female","330"
"Male","375"
"5-9",""
"Female","2131"
"Male","2211"
"60-64",""
"Female","328"
"Male","314"
"65-69",""
"Female","209"
"Male","223"
"70-74",""
"Female","163"
"Male","167"
"75+",""
"Female","210"
"Male","177"
