"Population by Caste Ethinicity","Number"
"Badi",""
"Female","73"
"Male","77"
"","150"
"Brahman - Hill",""
"Female","11819"
"Male","10327"
"","22146"
"Byasi/Sauka",""
"Female","510"
"Male","438"
"","948"
"Chhetri",""
"Female","44848"
"Male","40739"
"","85587"
"Dalit Others",""
"Female","2157"
"Male","2006"
"","4163"
"Damai/Dholi",""
"Female","484"
"Male","480"
"","964"
"Foreigner",""
"Female","32"
"Male","34"
"","66"
"Kami",""
"Female","3637"
"Male","3382"
"","7019"
"Lohar",""
"Female","856"
"Male","858"
"","1714"
"Magar",""
"Female","61"
"Male","95"
"","156"
"Musalman",""
"Female","8"
"Male","20"
"","28"
"Newar",""
"Female","16"
"Male","17"
"","33"
"Others",""
"Female","118"
"Male","143"
"","261"
"Pahari",""
"Female","16"
"Male","21"
"","37"
"Raute",""
"Female","6"
"Male","12"
"","18"
"Sanyasi/Dasnami",""
"Female","939"
"Male","719"
"","1658"
"Sarki",""
"Female","450"
"Male","442"
"","892"
"Sherpa",""
"Female","3"
"Male","13"
"","16"
"Tamang",""
"Female","46"
"Male","42"
"","88"
"Terai Others",""
"Female","6"
"Male","12"
"","18"
"Thakuri",""
"Female","3488"
"Male","2945"
"","6433"
"Thami",""
"Female","40"
"Male","31"
"","71"
"Tharu",""
"Female","7"
"Male","11"
"","18"
