"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","101"
"Cow Dung","0"
"Electricity Fuel","5"
"KeroseneFuel","641"
"LP Gas","819"
"Not Sated about Fuel","85"
"OthersFuel","63"
"Wood/FireWood","22890"
"Total","24604"
