"Population by Mother tongue","Number"
"Baitadeli",""
"Female","10"
"Male","10"
"","20"
"Byansi",""
"Female","180"
"Male","174"
"","354"
"Chinese",""
"Female","3"
"Male","11"
"","14"
"Darchuleli",""
"Female","220"
"Male","192"
"","412"
"Doteli",""
"Female","67060"
"Male","60251"
"","127311"
"Hindi",""
"Female","46"
"Male","6"
"","52"
"Khamchi (Raute)",""
"Female","6"
"Male","12"
"","18"
"Lapcha",""
"Female","345"
"Male","290"
"","635"
"Magar",""
"Female","38"
"Male","47"
"","85"
"Maithili",""
"Female","9"
"Male","42"
"","51"
"Nepali",""
"Female","1564"
"Male","1647"
"","3211"
"Not Reported",""
"Female","7"
"Male","9"
"","16"
"Others",""
"Female","104"
"Male","136"
"","240"
"Tamang",""
"Female","12"
"Male","15"
"","27"
"Tharu",""
"Female","5"
"Male","10"
"","15"
"Tibetan",""
"Female","6"
"Male","6"
"","12"
"Urdu",""
"Female","5"
"Male","6"
"","11"
