"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","0"
"Cow Dung","5"
"Electricity","3"
"Kerosene","4"
"LP Gas","612"
"Not stated","49"
"Others","12"
"Wood/Firewood","6448"
"Total","7133"
