"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","421"
"Male","443"
"Chhetri",""
"Female","4889"
"Male","4084"
"Damai/Dholi",""
"Female","796"
"Male","655"
"Gurung",""
"Female","286"
"Male","197"
"Hajam/Thakur",""
"Female","6"
"Male","6"
"Kami",""
"Female","2398"
"Male","1915"
"Kumal",""
"Female","8"
"Male","3"
"Magar",""
"Female","7945"
"Male","6366"
"Musalman",""
"Female","13"
"Male","18"
"Newar",""
"Female","114"
"Male","100"
"Others",""
"Female","21"
"Male","30"
"Rai",""
"Female","9"
"Male","3"
"Sanyasi/Dasnami",""
"Female","877"
"Male","715"
"Sarki",""
"Female","31"
"Male","34"
"Thakali",""
"Female","19"
"Male","15"
"Thakuri",""
"Female","171"
"Male","137"
"Tharu",""
"Female","11"
"Male","23"
