"Population by Caste Ethinicity","Number"
"Badi",""
"Female","39"
"Male","27"
"","66"
"Bote",""
"Female","68"
"Male","64"
"","132"
"Brahman - Hill",""
"Female","29305"
"Male","22892"
"","52197"
"Chhantyal/Chhantel",""
"Female","59"
"Male","54"
"","113"
"Chhetri",""
"Female","14306"
"Male","10848"
"","25154"
"Damai/Dholi",""
"Female","6055"
"Male","4942"
"","10997"
"Gharti/Bhujel",""
"Female","404"
"Male","313"
"","717"
"Gurung",""
"Female","2945"
"Male","2443"
"","5388"
"Hajam/Thakur",""
"Female","0"
"Male","11"
"","11"
"Halwai",""
"Female","6"
"Male","6"
"","12"
"Kami",""
"Female","7477"
"Male","5989"
"","13466"
"Kumal",""
"Female","251"
"Male","233"
"","484"
"Limbu",""
"Female","26"
"Male","24"
"","50"
"Magar",""
"Female","8841"
"Male","7112"
"","15953"
"Majhi",""
"Female","156"
"Male","129"
"","285"
"Musalman",""
"Female","281"
"Male","327"
"","608"
"Newar",""
"Female","1899"
"Male","1564"
"","3463"
"Others",""
"Female","154"
"Male","145"
"","299"
"Rai",""
"Female","104"
"Male","96"
"","200"
"Sanyasi/Dasnami",""
"Female","1161"
"Male","922"
"","2083"
"Sarki",""
"Female","5437"
"Male","4319"
"","9756"
"Tamang",""
"Female","140"
"Male","171"
"","311"
"Teli",""
"Female","6"
"Male","28"
"","34"
"Terai Others",""
"Female","8"
"Male","4"
"","12"
"Thakali",""
"Female","47"
"Male","39"
"","86"
"Thakuri",""
"Female","2006"
"Male","1639"
"","3645"
"Tharu",""
"Female","44"
"Male","60"
"","104"
"Undefined Others",""
"Female","4"
"Male","7"
"","11"
"Yadav",""
"Female","8"
"Male","22"
"","30"
