"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","26"
"Male","118"
"","144"
"Gurung",""
"Female","2389"
"Male","1962"
"","4351"
"Hindi",""
"Female","19"
"Male","64"
"","83"
"Kham",""
"Female","13"
"Male","8"
"","21"
"Limbu",""
"Female","6"
"Male","5"
"","11"
"Magar",""
"Female","3340"
"Male","2632"
"","5972"
"Maithili",""
"Female","18"
"Male","57"
"","75"
"Nepali",""
"Female","74714"
"Male","58897"
"","133611"
"Newar",""
"Female","508"
"Male","428"
"","936"
"Not Reported",""
"Female","30"
"Male","17"
"","47"
"Others",""
"Female","88"
"Male","114"
"","202"
"Rai",""
"Female","29"
"Male","26"
"","55"
"Tamang",""
"Female","30"
"Male","62"
"","92"
"Thakali",""
"Female","10"
"Male","13"
"","23"
"Tharu",""
"Female","12"
"Male","19"
"","31"
"Urdu",""
"Female","5"
"Male","8"
"","13"
