"Population by Religion","Number"
"Bahai","2"
"Bon","277"
"Buddism","13663"
"Christianity","666"
"Hindu","131163"
"Islam","624"
"Jainism","0"
"Kirat","24"
"Prakriti","34"
"Sikhism","1"
"Undefined","136"
"Total","146590"
