"Population by Religion","Number"
"Bahai","26"
"Bon","19"
"Buddism","39321"
"Christianity","15743"
"Hindu","649151"
"Islam","25974"
"Jainism","248"
"Kirat","67572"
"Prakriti","11739"
"Sikhism","110"
"Undefined","2747"
"Total","812650"
