"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","16279"
"Cow Dung","13288"
"Electricity Fuel","104"
"KeroseneFuel","1884"
"LP Gas","41832"
"Not Sated about Fuel","773"
"OthersFuel","1620"
"Wood/FireWood","108604"
"Total","184384"
