"Number of households by type of outer wall","Number"
"BambooWall","93918"
"Cement Bonded Bricks/Stone Wall","66326"
"Mud Bonded Bricks/Stone Wall","3455"
"Not Stated about Wall","1216"
"Other Type Wall","3251"
"Unbaked Bricks","227"
"Wood/Planks","15991"
"Total","184384"
