"Population by Religion","Number"
"Bahai","0"
"Bon","1"
"Buddism","1026"
"Christianity","0"
"Hindu","523"
"Islam","0"
"Jainism","0"
"Kirat","12"
"Prakriti","1"
"Sikhism","0"
"Undefined","6"
"Total","1569"
