"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","0"
"Cow Dung","326"
"Electricity Fuel","0"
"KeroseneFuel","4"
"LP Gas","4"
"Not Sated about Fuel","3"
"OthersFuel","1"
"Wood/FireWood","66"
"Total","404"
