"Population by Mother tongue","Number"
"Bahing",""
"Female","14"
"Male","16"
"Bangla",""
"Female","1071"
"Male","1057"
"Bhojpuri",""
"Female","18"
"Male","19"
"Gurung",""
"Female","8"
"Male","5"
"Hindi",""
"Female","58"
"Male","65"
"Khaling",""
"Female","7"
"Male","6"
"Limbu",""
"Female","28"
"Male","23"
"Maithili",""
"Female","14292"
"Male","14694"
"Meche",""
"Female","44"
"Male","27"
"Nepali",""
"Female","550"
"Male","529"
"Newar",""
"Female","7"
"Male","9"
"Not Reported",""
"Female","76"
"Male","91"
"Others",""
"Female","24"
"Male","23"
"Rai",""
"Female","12"
"Male","7"
"Sherpa",""
"Female","7"
"Male","6"
"Sunuwar",""
"Female","3"
"Male","8"
"Tamang",""
"Female","33"
"Male","22"
"Uranw/Urau",""
"Female","1136"
"Male","1141"
"Urdu",""
"Female","4275"
"Male","4201"
"Yakkha",""
"Female","9"
"Male","5"
