"Population by Single Year of Age","Number"
"0",""
"Female","378"
"Male","451"
"1",""
"Female","531"
"Male","495"
"10",""
"Female","916"
"Male","950"
"11",""
"Female","421"
"Male","440"
"12",""
"Female","754"
"Male","825"
"13",""
"Female","459"
"Male","436"
"14",""
"Female","531"
"Male","575"
"15",""
"Female","492"
"Male","602"
"16",""
"Female","479"
"Male","523"
"17",""
"Female","311"
"Male","344"
"18",""
"Female","500"
"Male","587"
"19",""
"Female","274"
"Male","239"
"2",""
"Female","566"
"Male","588"
"20",""
"Female","566"
"Male","435"
"21",""
"Female","220"
"Male","269"
"22",""
"Female","462"
"Male","441"
"23",""
"Female","315"
"Male","211"
"24",""
"Female","266"
"Male","280"
"25",""
"Female","788"
"Male","704"
"26",""
"Female","293"
"Male","262"
"27",""
"Female","228"
"Male","264"
"28",""
"Female","411"
"Male","442"
"29",""
"Female","105"
"Male","151"
"3",""
"Female","650"
"Male","699"
"30",""
"Female","751"
"Male","667"
"31",""
"Female","100"
"Male","91"
"32",""
"Female","337"
"Male","314"
"33",""
"Female","184"
"Male","117"
"34",""
"Female","133"
"Male","90"
"35",""
"Female","678"
"Male","831"
"36",""
"Female","179"
"Male","161"
"37",""
"Female","129"
"Male","109"
"38",""
"Female","241"
"Male","242"
"39",""
"Female","55"
"Male","77"
"4",""
"Female","601"
"Male","612"
"40",""
"Female","581"
"Male","612"
"41",""
"Female","49"
"Male","71"
"42",""
"Female","209"
"Male","186"
"43",""
"Female","102"
"Male","58"
"44",""
"Female","57"
"Male","38"
"45",""
"Female","483"
"Male","597"
"46",""
"Female","74"
"Male","67"
"47",""
"Female","58"
"Male","64"
"48",""
"Female","143"
"Male","135"
"49",""
"Female","36"
"Male","33"
"5",""
"Female","679"
"Male","754"
"50",""
"Female","404"
"Male","445"
"51",""
"Female","42"
"Male","57"
"52",""
"Female","110"
"Male","94"
"53",""
"Female","47"
"Male","34"
"54",""
"Female","29"
"Male","36"
"55",""
"Female","326"
"Male","391"
"56",""
"Female","51"
"Male","45"
"57",""
"Female","39"
"Male","38"
"58",""
"Female","92"
"Male","62"
"59",""
"Female","19"
"Male","20"
"6",""
"Female","595"
"Male","651"
"60",""
"Female","349"
"Male","380"
"61",""
"Female","26"
"Male","31"
"62",""
"Female","64"
"Male","60"
"63",""
"Female","29"
"Male","24"
"64",""
"Female","15"
"Male","18"
"65",""
"Female","238"
"Male","277"
"66",""
"Female","20"
"Male","23"
"67",""
"Female","16"
"Male","12"
"68",""
"Female","30"
"Male","44"
"69",""
"Female","7"
"Male","15"
"7",""
"Female","666"
"Male","669"
"70",""
"Female","179"
"Male","177"
"71",""
"Female","8"
"Male","15"
"72",""
"Female","16"
"Male","24"
"73",""
"Female","8"
"Male","5"
"74",""
"Female","5"
"Male","5"
"75",""
"Female","81"
"Male","80"
"76",""
"Female","4"
"Male","7"
"77",""
"Female","1"
"Male","5"
"78",""
"Female","8"
"Male","7"
"79",""
"Female","3"
"Male","3"
"8",""
"Female","832"
"Male","886"
"80",""
"Female","35"
"Male","37"
"81",""
"Female","1"
"Male","2"
"82",""
"Female","0"
"Male","1"
"83",""
"Female","2"
"Male","1"
"84",""
"Female","1"
"Male","0"
"85",""
"Female","52"
"Male","41"
"9",""
"Female","449"
"Male","452"
