"Population by Religion","Number"
"Bahai","1"
"Bon","0"
"Buddism","6423"
"Christianity","554"
"Hindu","220366"
"Islam","614"
"Jainism","0"
"Kirat","7"
"Prakriti","14"
"Sikhism","0"
"Undefined","123"
"Total","228102"
