"Population by Caste Ethinicity","Number"
"Badi",""
"Female","218"
"Male","166"
"","384"
"Bote",""
"Female","27"
"Male","19"
"","46"
"Brahman - Hill",""
"Female","12395"
"Male","9852"
"","22247"
"Brahman - Tarai",""
"Female","13"
"Male","17"
"","30"
"Chhantyal/Chhantel",""
"Female","11"
"Male","3"
"","14"
"Chhetri",""
"Female","32497"
"Male","23925"
"","56422"
"Damai/Dholi",""
"Female","4146"
"Male","3031"
"","7177"
"Foreigner",""
"Female","12"
"Male","6"
"","18"
"Gaine",""
"Female","169"
"Male","133"
"","302"
"Gharti/Bhujel",""
"Female","699"
"Male","545"
"","1244"
"Gurung",""
"Female","1848"
"Male","1486"
"","3334"
"Kahar",""
"Female","13"
"Male","10"
"","23"
"Kami",""
"Female","18102"
"Male","13585"
"","31687"
"Kori",""
"Female","7"
"Male","7"
"","14"
"Kumal",""
"Female","1748"
"Male","1560"
"","3308"
"Kusunda",""
"Female","10"
"Male","8"
"","18"
"Lhomi",""
"Female","100"
"Male","64"
"","164"
"Limbu",""
"Female","6"
"Male","7"
"","13"
"Magar",""
"Female","41266"
"Male","32861"
"","74127"
"Marwadi",""
"Female","11"
"Male","7"
"","18"
"Musalman",""
"Female","332"
"Male","275"
"","607"
"Newar",""
"Female","2102"
"Male","1709"
"","3811"
"Others",""
"Female","163"
"Male","151"
"","314"
"Rai",""
"Female","9"
"Male","5"
"","14"
"Sanyasi/Dasnami",""
"Female","4154"
"Male","3377"
"","7531"
"Sarki",""
"Female","5551"
"Male","4037"
"","9588"
"Tamang",""
"Female","179"
"Male","153"
"","332"
"Terai Others",""
"Female","48"
"Male","42"
"","90"
"Thakali",""
"Female","93"
"Male","88"
"","181"
"Thakuri",""
"Female","1418"
"Male","1081"
"","2499"
"Thami",""
"Female","18"
"Male","15"
"","33"
"Tharu",""
"Female","606"
"Male","600"
"","1206"
