"Population by Single Year of Age","Number"
"0",""
"Female","6567"
"Male","6663"
"1",""
"Female","5333"
"Male","5393"
"10",""
"Female","14440"
"Male","15937"
"11",""
"Female","5868"
"Male","5435"
"12",""
"Female","11127"
"Male","12391"
"13",""
"Female","6273"
"Male","6284"
"14",""
"Female","7472"
"Male","7946"
"15",""
"Female","7442"
"Male","8629"
"16",""
"Female","7047"
"Male","7761"
"17",""
"Female","4433"
"Male","5040"
"18",""
"Female","7585"
"Male","8992"
"19",""
"Female","2990"
"Male","3189"
"2",""
"Female","9004"
"Male","8923"
"20",""
"Female","9720"
"Male","9780"
"21",""
"Female","2593"
"Male","2746"
"22",""
"Female","6074"
"Male","6299"
"23",""
"Female","4529"
"Male","3353"
"24",""
"Female","3754"
"Male","3505"
"25",""
"Female","10365"
"Male","10940"
"26",""
"Female","3371"
"Male","3487"
"27",""
"Female","3050"
"Male","3474"
"28",""
"Female","7366"
"Male","5773"
"29",""
"Female","1429"
"Male","1702"
"3",""
"Female","9856"
"Male","9864"
"30",""
"Female","12197"
"Male","12264"
"31",""
"Female","1232"
"Male","1312"
"32",""
"Female","5412"
"Male","4671"
"33",""
"Female","2999"
"Male","1910"
"34",""
"Female","2092"
"Male","1865"
"35",""
"Female","10704"
"Male","13201"
"36",""
"Female","2245"
"Male","2462"
"37",""
"Female","1671"
"Male","1793"
"38",""
"Female","5141"
"Male","3537"
"39",""
"Female","1003"
"Male","995"
"4",""
"Female","9831"
"Male","9998"
"40",""
"Female","9900"
"Male","12592"
"41",""
"Female","844"
"Male","897"
"42",""
"Female","2885"
"Male","2669"
"43",""
"Female","1868"
"Male","1097"
"44",""
"Female","900"
"Male","882"
"45",""
"Female","7615"
"Male","10129"
"46",""
"Female","1033"
"Male","1160"
"47",""
"Female","861"
"Male","1054"
"48",""
"Female","2761"
"Male","1989"
"49",""
"Female","544"
"Male","551"
"5",""
"Female","11438"
"Male","12126"
"50",""
"Female","6306"
"Male","8615"
"51",""
"Female","462"
"Male","574"
"52",""
"Female","1292"
"Male","1326"
"53",""
"Female","1014"
"Male","622"
"54",""
"Female","581"
"Male","503"
"55",""
"Female","5288"
"Male","5874"
"56",""
"Female","720"
"Male","846"
"57",""
"Female","658"
"Male","712"
"58",""
"Female","1939"
"Male","1201"
"59",""
"Female","457"
"Male","474"
"6",""
"Female","10984"
"Male","11002"
"60",""
"Female","5964"
"Male","7142"
"61",""
"Female","407"
"Male","494"
"62",""
"Female","1300"
"Male","998"
"63",""
"Female","762"
"Male","438"
"64",""
"Female","503"
"Male","430"
"65",""
"Female","4722"
"Male","5028"
"66",""
"Female","499"
"Male","481"
"67",""
"Female","419"
"Male","478"
"68",""
"Female","985"
"Male","1219"
"69",""
"Female","256"
"Male","386"
"7",""
"Female","9027"
"Male","9398"
"70",""
"Female","3547"
"Male","4183"
"71",""
"Female","245"
"Male","317"
"72",""
"Female","650"
"Male","743"
"73",""
"Female","261"
"Male","277"
"74",""
"Female","125"
"Male","185"
"75",""
"Female","1675"
"Male","1782"
"76",""
"Female","135"
"Male","135"
"77",""
"Female","130"
"Male","119"
"78",""
"Female","209"
"Male","221"
"79",""
"Female","53"
"Male","69"
"8",""
"Female","13211"
"Male","13881"
"80",""
"Female","827"
"Male","918"
"81",""
"Female","37"
"Male","38"
"82",""
"Female","51"
"Male","64"
"83",""
"Female","35"
"Male","26"
"84",""
"Female","37"
"Male","35"
"85",""
"Female","757"
"Male","696"
"9",""
"Female","6249"
"Male","6489"
