"Population by Five Years Age Group","Number"
"0-4",""
"Female","40591"
"Male","40841"
"10-14",""
"Female","45180"
"Male","47993"
"15-19",""
"Female","29497"
"Male","33611"
"20-24",""
"Female","26670"
"Male","25683"
"25-29",""
"Female","25581"
"Male","25376"
"30-34",""
"Female","23932"
"Male","22022"
"35-39",""
"Female","20764"
"Male","21988"
"40-44",""
"Female","16397"
"Male","18137"
"45-49",""
"Female","12814"
"Male","14883"
"50-54",""
"Female","9655"
"Male","11640"
"55-59",""
"Female","9062"
"Male","9107"
"5-9",""
"Female","50909"
"Male","52896"
"60-64",""
"Female","8936"
"Male","9502"
"65-69",""
"Female","6881"
"Male","7592"
"70-74",""
"Female","4828"
"Male","5705"
"75+",""
"Female","3946"
"Male","4103"
