"Population by Mother tongue","Number"
"Avadhi",""
"Female","4492"
"Male","4806"
"Bangla",""
"Female","54"
"Male","80"
"Bhojpuri",""
"Female","7713"
"Male","8094"
"Doteli",""
"Female","7"
"Male","8"
"English",""
"Female","7"
"Male","4"
"Gurung",""
"Female","651"
"Male","535"
"Hindi",""
"Female","389"
"Male","490"
"Magar",""
"Female","996"
"Male","875"
"Maithili",""
"Female","1052"
"Male","1228"
"Nepali",""
"Female","14090"
"Male","13181"
"Newar",""
"Female","490"
"Male","445"
"Not Reported",""
"Female","27"
"Male","42"
"Others",""
"Female","33"
"Male","33"
"Punjabi",""
"Female","13"
"Male","9"
"Rai",""
"Female","4"
"Male","13"
"Rajsthani",""
"Female","100"
"Male","99"
"Sherpa",""
"Female","18"
"Male","23"
"Sindhi",""
"Female","12"
"Male","14"
"Sunuwar",""
"Female","7"
"Male","6"
"Tamang",""
"Female","21"
"Male","27"
"Thakali",""
"Female","14"
"Male","11"
"Tharu",""
"Female","256"
"Male","248"
"Urdu",""
"Female","1364"
"Male","1402"
