"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","763"
"Cow Dung","0"
"Electricity Fuel","2"
"KeroseneFuel","19"
"LP Gas","125"
"Not Sated about Fuel","14"
"OthersFuel","0"
"Wood/FireWood","4807"
"Total","5730"
