"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","957"
"Christianity","1489"
"Hindu","21466"
"Islam","32"
"Jainism","0"
"Kirat","0"
"Prakriti","1"
"Sikhism","0"
"Undefined","21"
"Total","23966"
