"Population by Single Year of Age","Number"
"0",""
"Female","441"
"Male","455"
"1",""
"Female","417"
"Male","458"
"10",""
"Female","621"
"Male","667"
"11",""
"Female","503"
"Male","534"
"12",""
"Female","610"
"Male","692"
"13",""
"Female","567"
"Male","588"
"14",""
"Female","677"
"Male","593"
"15",""
"Female","642"
"Male","589"
"16",""
"Female","577"
"Male","550"
"17",""
"Female","576"
"Male","532"
"18",""
"Female","637"
"Male","565"
"19",""
"Female","432"
"Male","351"
"2",""
"Female","445"
"Male","481"
"20",""
"Female","606"
"Male","428"
"21",""
"Female","444"
"Male","268"
"22",""
"Female","638"
"Male","412"
"23",""
"Female","482"
"Male","272"
"24",""
"Female","496"
"Male","282"
"25",""
"Female","767"
"Male","366"
"26",""
"Female","491"
"Male","300"
"27",""
"Female","490"
"Male","253"
"28",""
"Female","544"
"Male","349"
"29",""
"Female","258"
"Male","217"
"3",""
"Female","443"
"Male","424"
"30",""
"Female","865"
"Male","560"
"31",""
"Female","253"
"Male","213"
"32",""
"Female","491"
"Male","377"
"33",""
"Female","285"
"Male","245"
"34",""
"Female","292"
"Male","270"
"35",""
"Female","781"
"Male","634"
"36",""
"Female","333"
"Male","261"
"37",""
"Female","254"
"Male","227"
"38",""
"Female","329"
"Male","309"
"39",""
"Female","209"
"Male","192"
"4",""
"Female","489"
"Male","530"
"40",""
"Female","727"
"Male","622"
"41",""
"Female","196"
"Male","197"
"42",""
"Female","286"
"Male","283"
"43",""
"Female","192"
"Male","188"
"44",""
"Female","199"
"Male","187"
"45",""
"Female","488"
"Male","462"
"46",""
"Female","195"
"Male","205"
"47",""
"Female","181"
"Male","163"
"48",""
"Female","245"
"Male","247"
"49",""
"Female","163"
"Male","141"
"5",""
"Female","492"
"Male","523"
"50",""
"Female","555"
"Male","485"
"51",""
"Female","156"
"Male","146"
"52",""
"Female","267"
"Male","250"
"53",""
"Female","183"
"Male","170"
"54",""
"Female","152"
"Male","130"
"55",""
"Female","382"
"Male","328"
"56",""
"Female","184"
"Male","182"
"57",""
"Female","135"
"Male","164"
"58",""
"Female","173"
"Male","188"
"59",""
"Female","156"
"Male","126"
"6",""
"Female","459"
"Male","505"
"60",""
"Female","457"
"Male","395"
"61",""
"Female","127"
"Male","128"
"62",""
"Female","182"
"Male","164"
"63",""
"Female","121"
"Male","117"
"64",""
"Female","135"
"Male","148"
"65",""
"Female","277"
"Male","282"
"66",""
"Female","90"
"Male","92"
"67",""
"Female","131"
"Male","127"
"68",""
"Female","133"
"Male","166"
"69",""
"Female","70"
"Male","84"
"7",""
"Female","572"
"Male","543"
"70",""
"Female","251"
"Male","250"
"71",""
"Female","71"
"Male","76"
"72",""
"Female","92"
"Male","108"
"73",""
"Female","75"
"Male","101"
"74",""
"Female","50"
"Male","38"
"75",""
"Female","127"
"Male","110"
"76",""
"Female","50"
"Male","63"
"77",""
"Female","59"
"Male","59"
"78",""
"Female","62"
"Male","95"
"79",""
"Female","20"
"Male","34"
"8",""
"Female","515"
"Male","611"
"80",""
"Female","78"
"Male","95"
"81",""
"Female","26"
"Male","32"
"82",""
"Female","31"
"Male","31"
"83",""
"Female","20"
"Male","33"
"84",""
"Female","35"
"Male","28"
"85",""
"Female","176"
"Male","140"
"9",""
"Female","513"
"Male","466"
