"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1103"
"Cow Dung","1491"
"Electricity","2"
"Kerosene","141"
"LP Gas","1114"
"Not stated","33"
"Others","58"
"Wood/Firewood","8128"
"Total","12070"
