"Population by Mother tongue","Number"
"Jirel",""
"Female","224"
"Male","201"
"","425"
"Magar",""
"Female","5"
"Male","12"
"","17"
"Maithili",""
"Female","16"
"Male","13"
"","29"
"Nepali",""
"Female","7750"
"Male","6424"
"","14174"
"Newar",""
"Female","392"
"Male","346"
"","738"
"Not Reported",""
"Female","9"
"Male","7"
"","16"
"Others",""
"Female","19"
"Male","30"
"","49"
"Rai",""
"Female","5"
"Male","6"
"","11"
"Sherpa",""
"Female","139"
"Male","134"
"","273"
"Tamang",""
"Female","2222"
"Male","1922"
"","4144"
