"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","17"
"Cow Dung","0"
"Electricity Fuel","0"
"KeroseneFuel","7"
"LP Gas","55"
"Not Sated about Fuel","7"
"OthersFuel","1"
"Wood/FireWood","4992"
"Total","5079"
