"Population by Religion","Number"
"Bahai","0"
"Bon","1"
"Buddism","4406"
"Christianity","301"
"Hindu","14696"
"Islam","4"
"Jainism","0"
"Kirat","2"
"Prakriti","436"
"Sikhism","0"
"Undefined","30"
"Total","19876"
