"Population by Religion","Number"
"Bahai","1"
"Bon","0"
"Buddism","2376"
"Christianity","28"
"Hindu","19983"
"Islam","0"
"Jainism","0"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","4"
"Total","22392"
