"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","43"
"Cow Dung","0"
"Electricity Fuel","0"
"KeroseneFuel","1"
"LP Gas","14"
"Not Sated about Fuel","5"
"OthersFuel","0"
"Wood/FireWood","4587"
"Total","4650"
