"Population by Single Year of Age","Number"
"0",""
"Female","2609"
"Male","2825"
"1",""
"Female","2356"
"Male","2567"
"10",""
"Female","5264"
"Male","5614"
"11",""
"Female","3145"
"Male","3351"
"12",""
"Female","4964"
"Male","5084"
"13",""
"Female","3870"
"Male","3644"
"14",""
"Female","4277"
"Male","4153"
"15",""
"Female","4056"
"Male","4120"
"16",""
"Female","4439"
"Male","4209"
"17",""
"Female","3531"
"Male","3350"
"18",""
"Female","4542"
"Male","4720"
"19",""
"Female","2459"
"Male","2248"
"2",""
"Female","2812"
"Male","3025"
"20",""
"Female","4484"
"Male","3856"
"21",""
"Female","2363"
"Male","1970"
"22",""
"Female","3961"
"Male","3064"
"23",""
"Female","2923"
"Male","2196"
"24",""
"Female","3082"
"Male","2492"
"25",""
"Female","4604"
"Male","3692"
"26",""
"Female","2965"
"Male","2254"
"27",""
"Female","2398"
"Male","2020"
"28",""
"Female","4187"
"Male","3004"
"29",""
"Female","1465"
"Male","1210"
"3",""
"Female","3168"
"Male","3167"
"30",""
"Female","5181"
"Male","3995"
"31",""
"Female","1173"
"Male","1049"
"32",""
"Female","2916"
"Male","2303"
"33",""
"Female","1909"
"Male","1085"
"34",""
"Female","1664"
"Male","1074"
"35",""
"Female","4371"
"Male","4327"
"36",""
"Female","1661"
"Male","1386"
"37",""
"Female","1208"
"Male","961"
"38",""
"Female","2775"
"Male","1835"
"39",""
"Female","918"
"Male","736"
"4",""
"Female","3268"
"Male","3443"
"40",""
"Female","4348"
"Male","4191"
"41",""
"Female","748"
"Male","717"
"42",""
"Female","1783"
"Male","1602"
"43",""
"Female","1323"
"Male","760"
"44",""
"Female","949"
"Male","686"
"45",""
"Female","3283"
"Male","3803"
"46",""
"Female","996"
"Male","873"
"47",""
"Female","741"
"Male","705"
"48",""
"Female","1782"
"Male","1428"
"49",""
"Female","657"
"Male","529"
"5",""
"Female","3668"
"Male","4192"
"50",""
"Female","3042"
"Male","3358"
"51",""
"Female","518"
"Male","608"
"52",""
"Female","1051"
"Male","1058"
"53",""
"Female","816"
"Male","614"
"54",""
"Female","685"
"Male","540"
"55",""
"Female","2289"
"Male","2612"
"56",""
"Female","724"
"Male","767"
"57",""
"Female","597"
"Male","598"
"58",""
"Female","1213"
"Male","878"
"59",""
"Female","480"
"Male","466"
"6",""
"Female","3648"
"Male","3811"
"60",""
"Female","2721"
"Male","3010"
"61",""
"Female","470"
"Male","485"
"62",""
"Female","766"
"Male","698"
"63",""
"Female","601"
"Male","409"
"64",""
"Female","435"
"Male","388"
"65",""
"Female","1949"
"Male","2166"
"66",""
"Female","351"
"Male","374"
"67",""
"Female","332"
"Male","398"
"68",""
"Female","656"
"Male","699"
"69",""
"Female","189"
"Male","256"
"7",""
"Female","3683"
"Male","3750"
"70",""
"Female","1547"
"Male","1804"
"71",""
"Female","190"
"Male","211"
"72",""
"Female","380"
"Male","394"
"73",""
"Female","216"
"Male","255"
"74",""
"Female","150"
"Male","161"
"75",""
"Female","858"
"Male","846"
"76",""
"Female","117"
"Male","175"
"77",""
"Female","104"
"Male","138"
"78",""
"Female","184"
"Male","180"
"79",""
"Female","75"
"Male","78"
"8",""
"Female","4559"
"Male","4893"
"80",""
"Female","488"
"Male","467"
"81",""
"Female","46"
"Male","58"
"82",""
"Female","73"
"Male","77"
"83",""
"Female","55"
"Male","58"
"84",""
"Female","50"
"Male","64"
"85",""
"Female","472"
"Male","459"
"9",""
"Female","2982"
"Male","3120"
