"Population by Mother tongue","Number"
"Achhami",""
"Female","209"
"Male","160"
"","369"
"Baitadeli",""
"Female","972"
"Male","883"
"","1855"
"Bajhangi",""
"Female","958"
"Male","762"
"","1720"
"Bajureli",""
"Female","1760"
"Male","1558"
"","3318"
"Bangla",""
"Female","6"
"Male","7"
"","13"
"Bhojpuri",""
"Female","6"
"Male","5"
"","11"
"Dailekhi",""
"Female","132"
"Male","111"
"","243"
"Darchuleli",""
"Female","21"
"Male","25"
"","46"
"Doteli",""
"Female","5067"
"Male","4529"
"","9596"
"Gurung",""
"Female","38"
"Male","32"
"","70"
"Hindi",""
"Female","9"
"Male","12"
"","21"
"Jumli",""
"Female","8"
"Male","9"
"","17"
"Limbu",""
"Female","12"
"Male","11"
"","23"
"Magar",""
"Female","277"
"Male","226"
"","503"
"Maithili",""
"Female","25"
"Male","30"
"","55"
"Nepali",""
"Female","11487"
"Male","9656"
"","21143"
"Others",""
"Female","127"
"Male","106"
"","233"
"Sign Language",""
"Female","9"
"Male","8"
"","17"
